t268357648;t290749718;t372226525;t751169994;t1159091985;t1311180441;t1431595225;t1824284809;t1990024365;t2411117902;t2451517896;t2643905994;t2748282437;t2821698184;t3138706091;t3649082374;t4125607023;t4127043053;t4157170894;Y
7285;501554474;320060146;455771247;108361703;1849606;2481446964;3860417;734979693;14383814;531486196;73060756576;69884643735;228965000000;4991479;176970000000;0;34518658;5203752513;0
7482;562666352;262572788;405916243;66993366;1359335;1837127635;3938089;633873943;14917733;548998526;72362009093;65950946775;206928000000;4232496;159425000000;0;30080013;4969282278;0
3391;521750231;17174049;289976153;65470624;1805948;1752234920;3961845;685811583;15182693;558205125;75299528636;64733896017;211244000000;5486627;157831000000;0;29954531;5100459657;0
3765;606470332;20566380;328009336;95548529;1327990;2734554760;4456132;1048086252;16196540;562087535;83065597442;70836487749;263300000000;4859253;194988000000;0;47608668;5690672625;0
3188;605013536;43335542;431103453;127677313;3194323;3135993631;5439692;1228825139;16104552;567993648;86838851126;69343663089;282979000000;4912859;212972000000;0;58868835;5962410250;0
1621;698539792;188759224;459352801;123715018;11625623;3671202971;83565800;1444785281;20596868;562765436;91322877774;71333482516;309259000000;4837112;229550000000;0;60515077;6423472003;0
2295;600473935;66126789;422518081;74786912;3793829;2177074374;5231622;751002712;17686311;594769581;79493577794;63243098417;221240000000;3266031;165554000000;0;33477009;5500367698;0
3120;532841937;13061474;329094813;55585012;1099998;1325667524;4106158;520066931;99093923;641205506;60422919227;53285082590;164769000000;3969270;119540000000;0;22589085;4835404723;0
1709;509734007;257933061;319602298;43959348;160312905;1790293520;228954911;462250444;151362973;697773886;55614077013;55582713675;160494000000;21172995;120290000000;0;21961981;6426861777;0
1542;397415432;165451262;317473456;26200576;100788061;1514597555;144951194;391578396;20284915;525681084;34528168055;46646503821;149886000000;15224608;85753662151;0;13496584;5307887172;0
19519;491451809;41204042;233190130;37953368;13819053;903991168;16625072;351898319;30751328;822266977;37213357994;55775790959;201071000000;8943414;150538000000;0;51437303;6822998148;0
35872;536921489;609024988;143183727;105486894;106853249;1186834540;97286570;235163291;20174936;481805753;18365236089;53092878195;131600000000;268001063;102455000000;0;47414890;5447366177;0
5316;428553578;165238746;237796354;95613987;80710059;539221619;27970995;187144220;22338600;1424335440;15824987005;45172012920;100375000000;5839613;87623755397;0;64675677;6916410287;0
3733;419294320;515647682;132962741;31955137;22345258;788903260;29784847;139262688;28785627;658726860;11102538194;54259124018;103536000000;277358939;91017566291;0;51927105;5979387196;0
34078;419286781;129615245;116186910;96464289;9897077;375070231;15234502;129373983;22804526;652391807;8925077197;51381350207;93995350282;9327596;78850540752;0;24852695;5061030984;0
84512;360705362;104308194;114502926;54626133;10927766;1134276850;11625032;121389821;19052104;526721915;7554924095;51529743832;84335694467;15096227;73346795292;0;11898245;3569449116;0
50281;306251469;130097143;116995739;37672663;1883818;773733429;3844565;131944790;7434871;539151029;14291551881;38312554534;67481669270;3792368;60356394953;0;14845990;2193753381;0
13933;807688656;9491508;130596815;41758705;1319715;275717185;3260374;138917289;60258824;587420678;14202922298;34234244508;62551913797;2752961;51956887333;0;17647975;2660199098;0
19798;348410356;10454670;171150973;42440507;1384409;357815055;3381396;174920545;21844684;557842199;12238490551;35180424472;64294354306;4523132;50180389214;0;7945885;2474183689;0
33403;390572470;11794109;131621629;54282074;1283525;573480292;3555280;253243008;7758818;596711271;27357577172;41292891574;93801264605;3080447;71358551061;0;12612280;2529766069;0
12340;542530665;50535209;152098999;57720743;1820933;1025655321;4287708;415466043;9473560;658202941;42847726301;52231312378;138912000000;3894059;101227000000;0;17555351;3442601397;0
19814;824195585;16169033;182987044;45319883;2000144;1118742910;4178494;448099806;10735367;654594481;48117887913;56401491475;148638000000;4514396;110389000000;0;15937155;3556623960;0
16279;494102525;17802869;306069886;73640013;1781087;1189418100;3836087;484933527;10591388;673731566;52841784176;57067884588;157432000000;4076306;116671000000;0;16484325;3841207355;0
24447;451491325;17243754;284515563;81769000;1185228;1240649787;5551257;486127357;9446566;675586282;57501187229;55916396524;157287000000;3602235;118363000000;0;15589411;3643524509;0
4549;441154567;14293594;269558231;77951685;1090454;1256604107;3769075;486554732;9025626;668687340;58831937456;61459164402;164449000000;3938331;127866000000;0;14189566;3526095013;0
10144;447854286;174346348;296488984;47747647;1023672;1377290624;3906257;454702073;9015627;681937311;51532521875;59635502488;153886000000;3633911;118634000000;0;14081939;3857487443;0
3837;423114229;9824797;242241172;45660135;851888;1198382854;3791087;433981035;15541637;673113657;47070046679;54886970466;139884000000;3257531;103194000000;0;12604929;3779065378;0
6687;402666696;9080975;215135900;34149631;796085;945512736;3811744;383470121;9677528;655430354;41553194909;51346337704;125541000000;2323759;93270632262;0;12992167;3253012223;0
36907;421458110;8941448;445076125;37725634;668818;1202538964;3993535;403221015;11698222;662583267;51962165088;51754242857;139121000000;2556466;107809000000;0;17294337;3632024576;0
797;375015322;8008796;178086751;29501381;662122;1076321985;3878212;370424892;12396116;662915210;41204981703;45172031538;117833000000;2238824;87854833963;0;11464848;3448600590;0
1628;351349753;8556271;277051128;29546857;883678;1053842306;3947949;366407575;10045475;642202366;43058906597;43352521925;116628000000;2431395;85142834078;0;10573769;3136474907;0
963;300274577;7946685;464025254;30448574;1040915;867392618;3849213;332588681;8382726;627655576;39239428934;41400012940;108258000000;2180670;79804347501;0;9939722;2828675765;0
1252;381740724;251598878;293974927;22546173;157445089;1436333075;223824806;322953613;10511399;653214681;37116514215;49260550769;116797000000;21512255;91402554360;0;10763547;3279882232;0
1057;367165482;161626344;157896372;18984162;98652400;946240310;141988001;241925751;13822899;649393279;20034141682;43091264605;86269250838;16203723;66826905316;0;12920284;3736135363;0
