t268357648;t290749718;t372226525;t751169994;t1159091985;t1311180441;t1431595225;t1824284809;t1990024365;t2411117902;t2451517896;t2643905994;t2748282437;t2821698184;t3138706091;t3649082374;t4125607023;t4127043053;t4157170894;Y
12854;328527429;12438628;173906356;39683256;10542015;1744859944;3585102;419325126;13079004;418835317;60536462316;59976210650;157030000000;4209653;127030000000;0;5845722;2940841432;0
5990;380719465;9371894;276925981;27378180;1367116;1636856658;3616050;358889646;5850112;395524857;51567160008;48428539996;125179000000;3187702;99300518926;0;4531449;2385867523;0
1358;360789076;9139428;253860696;20777093;1064948;1715259689;3776862;355673992;9589541;379158359;45891250456;39483742680;111061000000;2579623;85272984189;0;9088947;3061015520;0
2925;304364149;9268143;268167418;21012840;1206736;2042623310;3820996;384656372;6272043;408378904;50373790676;40956092832;120147000000;3369817;92526949843;0;3850268;2598408305;0
924;341084574;8614535;322810509;17437311;1280622;1901017332;3666198;377447898;9118617;438816287;49759162945;39494966564;120508000000;2823889;92697462299;0;3782247;3234494349;0
1488;262745720;7426386;305303539;17037578;691515;1895023663;3722024;365167321;6811964;390318641;51193164106;37564747590;116429000000;2327804;90259587123;0;3442055;2234048560;0
2526;248451616;258141228;271050699;12275341;164679425;2399876880;231219786;324557117;5275198;358599477;39249064236;38263938960;101015000000;21767875;78608580319;0;2730360;1927944636;0
11702;240857003;148591505;231292712;8661535;131952236;1378793864;129731950;247054577;7125916;358567485;24427233387;36102655256;78371769588;14469589;60238270809;0;2603875;2325429092;0
21170;256741175;110599891;145906124;39821160;50361425;756287389;14160916;176795747;12795052;705138805;26440332955;37509085794;81549124607;15102416;68697279883;0;5927694;3593589539;0
2316;248261190;188331487;151439189;42021999;226643501;633336745;98225722;136098722;6633995;320909202;87384822574;40170947984;149268000000;16490727;138982000000;0;2976894;2028083639;1
4416;218681395;37680095;136198721;21868544;40270360;327568088;27559552;117560958;10885346;295546072;10971419491;33800089633;56956508605;8900711;48618040114;0;4998731;2595304492;0
4709;179603099;694067537;116623717;25081125;21370925;1085653172;24395388;111593357;3604451;295067144;5357294588;37779381990;55796763289;581028517;47992520353;0;10792838;1470112965;0
27317;207160978;82681293;114246121;65741876;11645809;272237174;15036776;108012579;5192209;331416611;6116963943;42621032404;63326648463;11312043;55789184902;0;5188043;1838125295;0
48679;196833607;311263724;115101448;47567726;8399449;1320749300;8419819;108715010;4611298;299212505;8601779305;44964852479;70164723085;13653709;62230092235;0;8927101;1634942786;0
3253683;674999247;44018879;155191151;31614352;7384913;979790550;3391068;128412228;7597845;320636254;12945343553;32019390245;61389607207;13094650;54739798427;0;8636982;1759502120;0
949940;755524077;563092157;128159575;36059228;17306678;910720963;4085825;143291990;55499569;255950086;13617348229;33690506528;61377247376;19129434;49647969530;0;1871551;1483588002;0
57800;261892157;35674049;121697765;38211512;6457561;555711727;4009526;178013658;19110099;258086777;18488547370;31283661611;64732993421;9531608;50587634915;0;2175119;1670690663;0
86001;297824639;24525373;174763371;27556332;6327016;965606958;3990740;256088963;4057383;295474084;32596595972;43686383460;94340686819;6808314;75168466417;0;2828017;1493216628;0
148103;292726517;28793155;243654000;29497103;7124378;1191459559;4155419;331431927;4643294;342397943;47455209655;55897972768;125928000000;8656759;100429000000;0;5259633;1956055701;1
37040;401818110;18695058;247672205;25711176;5227873;1358114861;4980697;346630563;5254201;358572474;46875933158;55307327772;128469000000;4512576;102925000000;0;4553384;2052097311;1
13667;301932051;17246350;161882758;29971521;4206239;1404281325;3913082;382031624;7055929;377275635;51244490859;55846604766;136117000000;4290963;106849000000;0;5375781;2307655035;1
7317;306238202;15703075;242488058;34879428;3304331;1520269125;3838374;398699160;6002089;383040758;47408588317;58949537172;143636000000;4074428;114982000000;0;5029257;2276686215;1
7203;459623949;50105592;541896180;99009715;26447856;3182633037;6626073;1568799836;5288199;350062774;201644000000;72080372600;489846000000;10720262;447436000000;0;15662124;3478008559;1
16138;356791036;14270469;166855974;33573916;2429968;1671441272;3663289;430891601;6808964;405111396;59414111318;63980204515;162160000000;5089641;130872000000;0;6328134;2602853769;1
6791;305077107;10517094;205169272;49365581;2212911;1913572062;3476317;366344347;13081003;388429938;46984619212;50395263371;125329000000;3466038;97802495545;0;4136800;2656597897;0
25966;299063832;10078755;271749559;27909930;1252103;2188556636;3496762;376949220;5725131;389127825;50466681992;47802181852;125963000000;3031719;98340756818;0;4797834;2286543001;0
2853;292051646;8770620;480389561;21227294;1006753;2251853287;3749725;378490063;9610538;381190038;52491575788;43580707406;123849000000;2697159;96412455928;0;9101055;3062670575;0
795;301974501;8348301;255818151;20395685;1013329;2922174954;3812580;430454201;6061078;398720388;54108645159;43171402502;128334000000;2705320;100166000000;0;3715382;2596054603;0
1360;305012547;6822565;277956333;22150432;800336;2828881247;3634860;409669291;9723524;431698368;53639631811;39375429094;124418000000;2172831;98304673793;0;3256795;3196918040;0
1355;225227320;7016064;252456443;19087816;766153;2449826421;3477311;348092974;5633144;369763783;41856861850;34516783976;102137000000;2359547;78022292218;0;2915376;2114907454;0
3534;256712933;253067233;212743599;9994119;159902726;2411711226;226869151;282147581;4594303;343014850;29861914062;37567549005;91826811238;21488209;70171757672;0;2583210;1964234075;0
105101;248310306;154637152;186268723;8166108;141101466;1600451820;133529524;219671410;11793208;341173119;201437000000;31975509595;255113000000;14845849;238348000000;0;2223409;2904415957;1
228292;260559676;117815733;141072765;30891018;57790241;929769640;14217179;184795576;12057171;981565785;16011346458;36220501053;74152361045;15691387;60162491911;0;5234814;4260249981;0
8058;251388655;426881632;155288420;44812211;206508000;1051741774;97642051;184204292;6842960;392797274;10281265613;38132427354;71574320511;22292698;61244142365;0;3533340;2504870129;0
14881;197734445;69173732;152782927;24252392;28391246;468036165;27911856;136288733;10990327;1343162793;9704743914;29702933184;54375302696;8697075;44352404907;0;3989451;4076523759;0
6789;199598154;748910905;121305098;24143670;21788119;1152730397;24776636;125732693;4239357;473877954;5581184907;36175898509;55836299619;558485355;46460597901;0;7570293;1828227085;0
25422;200402483;124685680;113023070;63022512;11511322;345032001;14883444;109065830;5176213;462107736;5552022691;41063485545;61505443824;10425521;53916973798;0;5105523;2130401536;0
42934;209230173;143212787;116451055;47591326;8484392;1196669869;8487629;119905857;3660443;425603305;7679812364;44859184321;70199405839;13498060;61430418397;0;7845989;1722190226;0
4121016;624769541;75624688;135015473;32219914;10152972;1008684121;3488900;139236893;7886802;446790069;12953934695;32408512449;63537796481;29619781;56184740980;0;12488040;2023099775;0
1731338;314236501;323923815;155274230;34628671;18377525;732753661;4288543;148358364;57574242;262403097;15749141387;34018363176;65699007103;20185904;53084870634;0;4156207;1659477884;0
321848;279047969;35256220;120206026;36743765;6250102;594996652;3767937;171931024;19909973;255734111;13174821891;33714837180;65637432803;8440113;51120984226;0;1781904;1822826850;0
153798;350985107;26427720;177729214;24878872;6714705;746856407;3412968;215879675;3806421;292773485;22559764253;42780877715;84947985464;8209979;66785730567;0;3135823;1441025083;0
140056;338478323;19052377;172255253;36776278;4337325;1227434600;3470650;291123138;4761277;338146586;43306394062;52358651976;120275000000;6529448;96451241097;0;4853818;1931660473;0
28556;358546748;16600951;168643842;24613127;3168649;1306967559;3400950;309405334;4360338;338382556;51508505804;48804530072;132943000000;5805722;108112000000;0;4202207;1835066025;0
35606;331381267;15653605;181160457;31410051;2623836;1529027044;3416320;336507660;6048080;366078348;46348988017;51377404494;127853000000;4642319;101430000000;0;4281018;2230188576;0
17775;452151883;16792893;180903561;31187684;1925023;1578139334;3943119;342725842;5265202;368836925;52733282823;51783346947;145466000000;5503690;118630000000;0;4626223;2195492512;0
8071;347917128;11961619;156839908;34319545;2361480;1437761575;3413341;335207118;5334188;364061639;43980006426;52252584599;134773000000;3403986;107996000000;0;4759601;2168722172;0
7540;564373116;12236824;191180286;37275786;2046367;1652208220;3515425;365828668;5436172;386251279;49942514403;57816648777;173959000000;3245967;145091000000;0;5066607;2414515387;1
13878;661956380;24103040;192763548;39040967;3426219;1942118283;3721503;397604393;12978035;416251727;57058332195;58645064856;258115000000;7066522;228453000000;0;8740179;3191909852;1
69335;313383002;11280328;159362788;27781919;1284801;1666822067;3455490;334517292;5517160;382179896;44508217243;44951069601;124746000000;3645181;99262697575;0;5344502;2323141221;0
6489;369054581;10094401;234167319;21906251;1176153;1918680505;3596996;356994057;10433414;396712697;46356265553;42766915616;121656000000;3094306;95682120224;0;13463440;3605665907;0
804;296298138;8700516;216906490;22811596;1029572;2358746568;3801414;397095717;8024779;415607807;49220060977;41120152566;121891000000;2995886;93087393017;0;3846193;2675064147;0
1669;319432911;8309477;241186368;21704557;1000729;2364700385;3741607;406839498;9861501;448760770;53827728659;41285497323;129152000000;2519663;99913125380;0;3678989;3404740886;0
294;243458179;8257772;157799170;18445633;711227;2125198305;3696159;352966950;5897103;392913265;40468807537;36486564631;103721000000;2437158;78353269822;0;2939081;2214646587;0
2354;267004016;269274419;228305800;11057316;169849879;2357287119;241215217;295555613;4470319;357351660;30740028929;36762871822;91008746818;23363114;68858090565;0;2790725;1958772430;0
21086;247063237;139729100;161202879;8752367;85234274;1609356227;121211421;253903369;9662530;382888792;22298194999;36306007586;79147380259;14512946;59526797333;0;4326712;3089734173;0
28149;250521975;120404475;156123349;32177268;103919481;969521358;13938142;190304726;7720828;964361392;14210147888;39743837520;76444906755;17057165;62103088875;0;4951269;4779004884;0
6940;284841561;425513713;146883205;64479944;155372417;876604376;72650011;167249606;6237052;396800676;8468603599;37614869103;70152969437;14120972;60339092373;0;3738930;2506385861;0
5979;234071507;58712840;121716040;25108631;29840477;482733978;3242187;128650656;11859197;1361279049;9869366145;36042888565;61327249255;6815318;52782091548;0;4292479;4186411151;0
4296;184238512;687302523;119964838;27644614;6587496;1170597888;3412211;115888871;4043389;466527090;5325165384;32228437400;49816459959;560494702;41967996348;0;7875770;1790811431;0
26603;202211168;348242157;114536936;69516320;3569815;574455304;3213642;111552266;5786116;483936413;5837944722;38872382439;59776276116;9272865;52621410018;0;7159559;2272171932;0
45669;201557899;139569395;115320015;49831261;4922135;1177516476;3148017;113689899;3913405;437013569;7194811493;42027023929;66860106933;12238104;58938933201;0;5521992;1757446294;0
4047486;644494143;58276676;123270819;33796215;7909355;818666240;3521784;130954942;7690831;443066644;12682947031;31901625044;60368306236;15741117;53713338529;0;20689921;2056722359;0
973065;266075499;53389532;141889095;34932811;17492193;425522382;3849286;142001604;54793668;254790253;14448980551;32588856756;59553685052;20521262;48887449195;0;4641129;1852599388;0
83450;368219129;314445752;127108140;45062731;24597195;775102842;3268205;165043505;14917734;255913100;15482285343;33724635199;65686542713;8842109;52915485419;0;1727554;1989936022;0
121641;325896194;25140738;234302136;30935440;6794957;891425645;3370770;222372379;3900407;290552817;25777037641;39773552234;83171877019;7973999;67540135164;0;2906434;1449392369;0
100472;304275719;19681790;176566178;27954032;4807107;1392446339;3464544;298791549;4737278;334225187;39462066045;48277120595;109205000000;6507459;88583927545;0;3536097;1865601500;0
122166;334684897;18167205;131511886;32403398;3585905;1410790645;3469096;306261749;4633293;350994626;39815629904;47970485633;111247000000;6347310;89617388881;0;3613648;1974337954;0
25286;373583576;16338376;250724151;35848013;2612002;1439208683;3461910;325311585;5819113;367989051;44407603715;51314177055;120757000000;4366264;97558264632;0;4027113;2221012670;0
18938;345949931;18326794;297807617;50757973;5732073;1526165593;8590429;330778267;5036235;368725947;41143094966;50948796169;116711000000;3300846;93179635731;0;3455685;2089026392;0
12366;274375201;12961963;143806516;46403281;1845976;1448000862;3490468;321394828;4726283;369420835;37560607519;50015524055;114100000000;4612514;88807723810;0;3447355;2089132702;0
8019;365934992;14272285;207902097;39173785;2158154;1544931822;3654651;341532625;5374184;384224590;42388467902;55485876473;125366000000;5256148;100363000000;0;4298396;2285733707;0
2862;317761310;19185866;181708334;37767918;2053135;1551665613;3574000;353979346;7284892;401221994;44854356305;54142133463;126933000000;3591077;101059000000;0;4209987;3047237407;0
42161;292130021;12185188;165256603;62629112;1147344;1556437868;3649291;327921982;6551004;397666553;40307394925;45034513465;122268000000;3920894;99169880439;0;6074084;2591600978;0
26494;336984946;13771838;186734937;21971918;1087861;1881279388;3731344;345984805;9374577;385335420;45111889691;42313423612;143304000000;3521514;120275000000;0;8184484;3199690840;0
428;298895638;9101438;190730489;21980101;1183268;2063263906;3901030;364189910;5927097;403216699;42194209930;39617719064;107801000000;3311109;83810863066;0;3262974;2565807369;0
8920;310379777;8737848;247310707;20759782;983447;1836989339;3765136;342552063;9928492;432592228;38767436673;38220091492;104054000000;3386433;80007006537;0;3093833;3230140920;0
0;243647365;7870352;190497712;17557613;686359;1794282330;3725342;314964714;5834116;386134299;35057121654;34312690300;92141113107;2307197;70525826639;0;3046609;2196601066;0
2872;236434501;253867941;154226963;11991334;172139252;2238094288;227163006;284940950;4736279;363929675;29380366871;37407252806;87703652224;21848629;68084533193;0;3193808;2184448664;0
24882;278843791;156626523;231441539;11456562;105232385;1672374101;137607497;260184380;12502100;389239817;38528113298;38589336761;96643453786;15287085;79043764241;0;2682679;3473163583;0
64349;271694662;132157963;216439894;30657131;15619985;854787162;14219968;176573487;13000025;1030471341;14068344762;38486793341;74246418724;21111046;61690086665;0;5083646;5118752197;0
7775;257887113;441023907;205549901;67229567;147457301;947232700;97934190;163995559;7006937;391286513;8920881912;39640308414;72899665225;17421499;64657262940;0;3842413;2474780789;0
4912;203521983;103342472;123414554;26198624;42915412;460062812;27530349;127938352;10853351;1348583977;8946093745;25919383295;48541564873;8713007;40429333843;0;4676137;3868219932;0
4647;177863829;768890503;121115514;29959969;20334773;1283113147;23630425;116245614;3890408;421316956;5072119897;33712866784;51845847443;538146543;44152717724;0;7032506;1614532512;0
39650;180904259;191193303;113648947;69060308;11240472;405248233;14953415;108640922;4804267;446190160;5103976953;38970033788;58867970232;9694751;52193297369;0;5417401;1988105914;0
49535;176184849;305028999;117303077;50392080;8476942;1384487678;8460592;116548221;3023541;411959366;6839996666;40586159101;64901705298;13041218;57283242496;0;7602226;1519918448;0
5698331;669980675;54811639;121192180;32868043;8843736;866121435;3349154;142721586;6789966;434338968;12619934800;28343055141;56958755380;20788107;50459194553;0;10209629;1814082829;0
1825945;418320656;55459560;130168273;36057317;17798198;388394208;4524001;136955648;54503719;245718643;11534122298;29681202651;55307628343;20511396;44576445914;0;4531496;1788611706;0
98063;265441884;310290684;120309491;46554048;6312433;800966593;3666484;159887176;14878736;238706702;11815852328;32969204409;61459430719;9335852;49309416316;0;2075439;1875875958;0
207644;295002348;26573824;119692250;53514676;6977047;839716079;3269623;212438083;4116373;293509376;22978797604;41012917946;82520342148;8588687;66731680164;0;4690543;1507951337;0
54934;266464504;29026163;158044863;26867657;5425408;886634443;3370796;255368096;4989240;315227073;30735780723;42435585834;92701055105;8579245;72956009729;0;3847423;1783265789;0
126924;459911083;20332290;163479697;39708129;3789697;1295327957;3465767;309752662;4683289;344844575;39814193004;43886351695;107708000000;4715585;85133814148;0;3847477;1858855855;0
24709;388481738;22383061;136991484;57468779;2757262;1349205984;3641296;335236065;6356032;398840359;44972712648;54485505794;129448000000;5261653;105367000000;0;8364417;2520584230;0
16138;347058488;20135629;143687124;50860507;1915043;1372958480;4155145;332152251;6431021;377223646;46109648047;53246206483;139176000000;3256547;115094000000;0;4536732;2309035709;0
15294;459445955;17760756;138991415;58750420;1933798;1340060157;3492594;321106764;4868260;373123279;42509722949;52293716319;122806000000;4160621;100015000000;0;3961186;2051286549;0
7052;367514247;15664893;236947899;50673748;1752287;1313025313;3625802;311786540;6654986;366437289;40641850551;47060455256;112897000000;3711194;90344528338;0;5094025;2361372791;0
48206;335387005;13838912;146568239;35576621;2008963;1369137773;3486256;324798819;14438800;320158329;43574834631;46963921648;114631000000;3203019;91195473188;0;5466827;3614685446;0
3771;297002928;12028432;652407720;43155510;1162529;1493034257;3654669;298221265;4475318;297080833;38520486709;40453683720;101164000000;3015159;80868282067;0;4050171;1920796868;0
969;257284818;8830243;292876476;20717754;1430891;1553273064;4100825;296908029;9101614;295338089;41404135062;32032143796;95054803222;3003988;74641089845;0;7082147;3024024180;0
0;264523368;8015088;223555302;21418582;1018763;1804983843;3933016;322854336;5822112;316680860;39429414441;33305033675;95785369767;2805459;73907864270;0;2883505;2330864670;0
1715;269651216;7227117;175269858;19073691;844541;1750452422;3562548;314246461;8818657;365053489;37509729390;31985524699;93812478926;2362468;72635682963;0;2678987;3033150903;0
2067;234891327;7630628;248802071;14459033;992665;1870103982;3730458;303959256;5148216;349800824;36515060063;28855493861;85402761754;2796363;66292049371;0;2243348;1884205774;0
1933;225616256;260722109;225087441;11367561;164790917;2246761235;233824046;274736133;4409330;330653736;28955961167;32828550896;81873729870;22030781;63622768518;0;2416798;1814622119;0
13241;231819632;144447951;260005527;10518502;88562242;1435291661;126930835;218024401;7223899;343372793;17525878885;30976133814;65335872979;13984225;49949897910;0;2361125;2660389749;0
126936;284399644;131934011;135554437;41251043;15309893;896128623;13807866;178687777;6643990;1025291125;15881791118;40881007745;78505703622;21758239;66766332016;0;5202400;4829430575;0
2129;277571434;374843814;223371050;101017517;149405148;958041733;99387847;170602863;5193212;347716140;10134773967;40180835633;73715456532;16874201;64411321039;0;2886848;3332666385;0
6248;202127997;108464513;116426960;47544080;41385787;469956672;27229559;124164325;11034323;1366456264;8333733141;28428977911;51125351920;8493310;45148616622;0;4716019;5783461900;0
4023;181517987;587274261;117836280;39323194;20577214;1053748763;23197695;110372575;9069622;426154207;4498615727;33290271194;52169829382;540219632;46822984326;0;5823739;5592638525;0
26152;206261692;316862291;114393982;67397845;11310087;548990389;15199958;113461628;3428478;458430305;5283893639;39168803419;58800375421;9789788;51690750248;0;7284120;1872981687;0
50594;192057178;157107102;114643678;48098981;8427629;1191982928;8529537;110594665;3662441;410633561;6424927499;41679645406;65659655362;12888344;58090810854;0;8793897;1633491197;0
10489;588465631;9350939;115600333;31464883;1476029;772583045;3252841;118653306;7180907;426869108;12657348863;27638428617;55545253074;3349037;50045826762;0;11326904;2745633977;0
9335;177594343;9325087;125399798;35130003;980246;293081634;3546834;124588144;2969549;419783187;9862611954;26506391537;46692545456;2791821;37758678230;0;2975451;1532306582;0
16020;189978255;287874978;123665577;34772814;1634488;721772373;3653158;143153767;3107529;424900397;13292661975;27489667547;53081762856;3926089;42839032243;0;1615507;1706603202;0
28482;199948107;10685893;129160177;14869169;1437022;858410681;3579477;201602348;3618451;454191952;18411261649;22718889045;55215816948;3896274;41140096474;0;2581268;2203691970;0
28404;213160958;10131457;192721885;20589982;1405696;1462052993;3611541;314721232;3741432;482722612;47470893146;30894921323;96447882328;3307394;76139235115;0;3710622;2215271407;0
87127;499953703;43869677;962168841;87104737;4717817;7346810896;13292902;4450189400;5536157;432407251;186139000000;79283148457;698799000000;18405275;626261000000;0;33823936;5529692983;1
13922;484581990;53963352;1093489403;71828255;4081871;4602062262;16358647;3021427852;5103224;430259588;109463000000;71386202297;627281000000;19646455;578423000000;0;14073186;4536906228;1
7197;261296990;11737026;160905083;28823424;964992;1554705015;4660343;399234033;5548157;557075305;64237560549;43899447196;133789000000;3514906;103350000000;0;5261968;2753345926;1
17780;246566618;10654753;305759058;25552067;1456516;1604807039;3908314;359596072;5129221;525347121;48857772734;37876802437;109103000000;3933809;83264012799;0;4417114;2508930165;0
8550;248300455;11114292;163182520;23096447;899491;1625797639;3687230;356256701;4806269;534953665;48007820902;38334514803;108866000000;5243395;84089032787;0;3713825;2235821351;0
1894;242445816;7601709;232588524;26366421;734168;1708368512;3629059;363579095;5156216;538749083;48348079246;38331622177;108596000000;2175881;83953687785;0;4099014;2337949647;0
38710;240293121;7961235;242353087;22431892;670122;1581090510;3735943;344619195;4973245;540556821;48559649443;36629308729;106482000000;2661412;83202416646;0;3908393;2544843034;0
804;217563300;6680336;211761246;17085856;576938;1515319168;3692544;324869013;8097769;524715228;45600852070;33075386505;98574539249;1890286;76920324055;0;7472646;3039850815;0
1478;243949460;6962415;264425928;18160864;564453;1660136164;3868151;330777097;5001242;548216653;42287646111;33193444376;97206312110;2092749;82528238929;0;3056336;2496670015;0
859;288959065;6475238;221003427;17336552;548042;1289134091;3730333;284328741;9557545;569600402;33968792076;33912275717;91327737238;1795674;71464010497;0;2558241;3424046456;0
2392;204493188;6126972;183621541;15882756;428560;1369241103;3810777;275340213;5199209;505174202;29481313459;27612410079;75169624681;1857218;57219675988;0;2047814;2219874761;0
1416;214321909;265870191;196497772;9124337;167972300;1951574397;240441085;262890500;3935402;493552969;26709748507;31820795735;76856813983;21428679;59808716216;0;2188387;2069517961;0
0;214841485;138080642;160753350;8613532;84351744;1380917938;122075014;233522191;6751971;510336418;21387962100;32321267779;69864664596;12775951;54210960800;0;2552080;2729048555;0
6397;275507209;91354560;139886194;29285529;12915766;837025814;14289460;195479105;6281044;1060460773;18015184229;39813589400;80366802338;7401199;67466149367;0;5765356;4026002816;0
5311;269787955;425578475;124449325;57969626;163712345;934568106;99001164;183856682;6866956;527403820;11092552343;37440403069;72119771962;13429162;83075810038;0;3540436;2840833883;0
4845;208029557;54563190;115109953;26092263;23118238;411236903;26830557;129100373;11081315;1440738969;8763486374;25639047413;48424916011;6527860;40595213440;0;4096117;4065441141;0
5742;191489983;585095221;180762399;28487735;17553433;935689600;24368485;119155818;3830417;530930287;6054872290;33845532802;53395464879;549739355;45717714445;0;5101020;1713397494;0
31198;195461200;388035248;115228807;69462648;9516332;603061575;15252107;111217674;162997226;724110914;7164242857;40154526965;62106698486;7786924;55318559325;0;6560117;2381890687;0
58751;188803527;161541078;154729032;51330921;7516458;1180698262;8487884;107398405;69368463;577788161;7126312309;42539329858;67077241754;11254943;60066306310;0;8637030;3756778133;0
20505;588237170;9037899;114246308;32021385;1219188;664447234;3262361;114717665;7075926;510443398;13296001333;28095446954;55886794176;3244318;50435783656;0;11068882;1724245411;0
10934;165421642;7026866;124470245;35544718;813215;225909614;3551910;120223837;2655595;518086232;10162992749;27052323280;47020656657;2421532;38432454840;0;4219060;1099982827;0
15747;178868596;275366805;137333963;36184021;1413794;637776317;3544382;141784362;11925193;537825244;10196296119;29633614593;51562027266;4107233;41558095902;0;2150331;1443860030;0
25813;175426999;14035659;146100971;8503492;1157298;677840725;3613909;187251422;2449628;535545579;16215010090;22358233736;50690124374;2696371;37848084783;0;2413593;1245125351;0
25940;204313598;9641767;169483712;19707133;1154047;1199975856;3793066;266858949;3420478;560895721;35637288717;29290713944;80037448134;3072019;62312497656;0;3630488;1533726405;0
18705;214636362;9773806;180050767;20191143;881532;1358688974;3806160;297932970;3738432;586023917;39952001766;30463752281;88579374813;2698478;69065576924;0;3472095;1715292314;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
499686;484971751;46760284;142516747;38618194;15697858;323373762;4486758;163353371;60785768;295408102;16963143958;35985347076;69948369891;17095028;55512007119;0;10692747;3184236876;0
112375;330704743;39183688;138847068;53948669;7707164;392463332;3214504;190482223;17066405;288273170;19043183995;41613757329;81868265643;9827765;65054283583;0;7887122;2796960555;0
156898;383384766;38173567;300025782;68707784;6863498;565049891;3281837;247990263;7764818;302931937;27596086834;50050341910;105704000000;13269543;84149476991;0;10702926;2461456007;0
51757;393946042;27571638;183637876;113432645;6163828;776929448;3454518;344810272;8996629;333529290;51175305224;61103650244;148868000000;7668523;119238000000;0;12263161;2938798187;0
30589;494075797;144050378;1920051350;280244116;9262221;1071742995;3607832;436885151;8951641;371758481;61577999971;68274700259;196984000000;15722930;164508000000;0;16908194;3509122477;0
31758;363277948;357865173;693381450;138452545;3993257;1287934182;3553646;414016397;10278435;403543642;55059633658;65001023224;167834000000;7474145;135220000000;0;17149280;3699795406;0
23159;508618927;28894027;342479993;89509602;2199081;947131926;5029603;414960518;10443412;392466334;56304107920;60298312779;157758000000;4810993;123982000000;0;14913321;3509851657;0
15846;433055410;17828080;389273241;162620198;2561926;898651376;3522228;395288681;10179453;376574749;54531432000;63342746193;156917000000;4032580;125279000000;0;15109343;3375060663;0
15860;456104874;41154661;418521468;108077316;3118631;1051416674;3683958;412266473;13312976;442106780;55743104911;63811523434;165387000000;5931200;132937000000;0;17089133;4077031092;0
5877;406575366;51280736;223762218;191208927;9100351;1241314443;3828286;487718993;22796539;468138842;65160736977;69979387575;201923000000;25799513;168496000000;0;17149602;4800525618;0
42489;403312260;30016953;240767821;181138543;1802054;1175427493;3697349;475341888;11787203;514065836;62184688197;68532563072;185341000000;7097277;149218000000;0;18833497;4028297300;0
102969;402659475;22339671;301993233;76835698;1218358;1266033933;3888604;471663581;13166997;475520704;64814290170;60316888180;173404000000;4562510;137687000000;0;25056266;4128737587;0
858;348091485;17903831;179605806;52149633;1492144;1232005393;3873831;460797562;13973875;473851946;55736407793;59231500336;158337000000;3841808;120469000000;0;14032293;3903954751;0
2296;342414135;13849147;324307368;52182567;985541;1228391269;3780438;471287989;10896348;426851107;66672517982;55154785669;164959000000;2935445;124224000000;0;13931426;3450212456;0
1548;314474342;20043673;284130856;49054044;788637;1056101138;3808888;415394249;9752515;455508752;59792449212;48163526525;146536000000;2525474;109819000000;0;12393912;3193111493;0
1317;331630097;275603385;301933420;41053068;171265219;1792713033;243437524;409717666;10328430;452636173;40102356317;51952355100;133945000000;23109320;97087515239;0;12983209;3419029795;0
8795;367160632;149516856;230525462;42410956;89959698;1138525835;129053678;367049006;17698309;513171971;29687470093;52969278804;122534000000;15162056;89574712797;0;31393284;5109675545;0
458056;389845454;219706876;200976159;73173205;15027686;1088613525;17375762;345326664;17327369;1382462827;29852581500;67376823501;150952000000;63570113;129904000000;0;134109211;8346941507;0
11717;519767662;174298192;162130641;110070425;72765217;734966810;101272242;217126063;17302368;480696917;23288390517;63221452077;123727000000;19697900;108246000000;0;25904408;7291834634;0
4814;455162188;38577364;115197440;42612870;18629070;366707998;27734979;147605257;24994206;476298591;17321761529;45755811250;87598441942;8590063;77893242838;0;27220721;6817742526;0
9388;546076076;797508697;136043191;42982044;28689704;1187875636;30657718;131593696;18804137;460273012;12514650238;56812093224;98439315269;581163495;91691586338;0;28942985;5913580336;0
23121;1810019478;109562562;117688829;85480601;12959932;352562977;15073299;124049934;18657169;521104776;12410960979;54343718363;93985390945;27715804;85694162858;0;22710008;4575299212;0
53033;219096788;40551537;119571170;53133644;12304256;1060296433;12637153;121426410;13080013;449715630;11799496028;57922012163;95863020013;16003664;88316753546;0;20710831;3492270629;0
15416;507273605;115773142;129880441;34420663;4167953;873864490;5365696;143799771;24536269;533872824;20832184890;47608666192;89809225762;4718261;82400615103;0;31180778;5319226179;0
12140;587692723;9614567;117433639;43491372;1997020;393596902;3197205;177766587;18971116;509024617;19021917379;44435967256;87414744836;3193927;72777658298;0;25847850;4782278450;0
14060;407117208;12580731;129881517;52593670;1579447;591086513;3466590;274730308;18586172;554783647;23657877461;53442913582;111933000000;4247283;87967545608;0;27590198;5587862552;0
50859;458250099;18767865;170120962;79880896;2409274;1280540935;3908291;492441930;14401812;542212569;41027158031;63409872109;163743000000;4800588;122789000000;0;33131945;5628683782;0
37521;576185044;25311519;406729914;130046398;2653330;2531779064;4394917;980162435;15867590;525926042;77795801375;74232516464;276060000000;7734231;216018000000;0;55814410;6369371720;0
26503;615531314;25735331;308339198;154096341;2138963;3378486885;4471685;1381393699;16648466;508401709;89761149968;74966674296;317623000000;8941378;250118000000;0;58571476;6465615575;0
25489;573864042;34083635;347822036;182258012;2673067;3267300152;4419581;1391781701;15456651;512210123;94432576305;74415399514;320818000000;9674009;257617000000;0;52440395;6250100949;0
8668;545863172;80743122;343338091;122007534;1656972;2646949291;4718570;963119110;16396509;516942412;81850099939;72905290740;270442000000;5198319;213625000000;0;42401237;5634486549;0
